,epoch,loss,val_loss
114,115,3.9660425186157227,3.895141124725342
115,116,3.9670941829681396,3.8950581550598145
116,117,3.9663283824920654,3.893789529800415
117,118,3.9669415950775146,3.893848180770874
118,119,3.966686964035034,3.893894910812378
119,120,3.9668288230895996,3.8951520919799805
120,121,3.966092824935913,3.8928933143615723
121,122,3.9667296409606934,3.893383264541626
122,123,3.9669761657714844,3.8939311504364014
123,124,3.9670569896698,3.8934454917907715
124,125,3.966546058654785,3.8957431316375732
125,126,3.9666097164154053,3.8931448459625244
126,127,3.9665517807006836,3.8941338062286377
127,128,3.9665393829345703,3.8945577144622803
128,129,3.9671170711517334,3.8945720195770264
129,130,3.966212511062622,3.8945083618164062
130,131,3.9674110412597656,3.893325090408325
131,132,3.9662582874298096,3.8944716453552246
132,133,3.966257333755493,3.894632339477539
133,134,3.967097759246826,3.8945648670196533
134,135,3.9663496017456055,3.893846273422241
135,136,3.9665884971618652,3.8945815563201904
136,137,3.967111110687256,3.892749309539795
137,138,3.965327739715576,3.8942465782165527
138,139,3.9668376445770264,3.8951735496520996
139,140,3.9662792682647705,3.8939106464385986
140,141,3.966526985168457,3.8946704864501953
141,142,3.966048240661621,3.894313097000122
142,143,3.9666225910186768,3.893367290496826
143,144,3.967167377471924,3.8947865962982178
144,145,3.9663009643554688,3.8933770656585693
145,146,3.9663784503936768,3.893982172012329
146,147,3.967325448989868,3.8934507369995117
147,148,3.966275930404663,3.8945658206939697
148,149,3.966672658920288,3.8939411640167236
149,150,3.9664645195007324,3.893683433532715
150,151,3.9669177532196045,3.894585609436035
151,152,3.966608762741089,3.8936595916748047
152,153,3.96539306640625,3.893857955932617
153,154,3.96682071685791,3.893458604812622
154,155,3.9666457176208496,3.8942577838897705
155,156,3.9663517475128174,3.8940391540527344
156,157,3.96682071685791,3.8940205574035645
157,158,3.966642141342163,3.8936209678649902
158,159,3.9660661220550537,3.893583297729492
159,160,3.9671597480773926,3.893878936767578
160,161,3.9661927223205566,3.8932225704193115
161,162,3.9666600227355957,3.893524169921875
162,163,3.9669029712677,3.8932652473449707
163,164,3.9664382934570312,3.8942363262176514
164,165,3.966841220855713,3.894272804260254
165,166,3.9663379192352295,3.894345760345459
166,167,3.9665310382843018,3.8946175575256348
167,168,3.9669740200042725,3.893569231033325
168,169,3.966273784637451,3.8939998149871826
169,170,3.966104745864868,3.8941237926483154
170,171,3.966860055923462,3.8951170444488525
171,172,3.9664697647094727,3.8937184810638428
172,173,3.966601610183716,3.8939719200134277
173,174,3.9659745693206787,3.893813371658325
174,175,3.9667787551879883,3.8947935104370117
175,176,3.9661056995391846,3.8935117721557617
176,177,3.966709852218628,3.893671989440918
177,178,3.966454029083252,3.8939387798309326
178,179,3.966254711151123,3.894031286239624
179,180,3.9669547080993652,3.893828868865967
180,181,3.965688467025757,3.894199848175049
181,182,3.96618390083313,3.8937978744506836
182,183,3.966465711593628,3.8942110538482666
183,184,3.966613531112671,3.8941457271575928
184,185,3.9660778045654297,3.8940563201904297
185,186,3.966731548309326,3.8939404487609863
186,187,3.966496706008911,3.893826961517334
187,188,3.9665768146514893,3.893683671951294
188,189,3.9657301902770996,3.8933629989624023
189,190,3.966733694076538,3.8933792114257812
190,191,3.9664535522460938,3.8936917781829834
191,192,3.9662868976593018,3.8943488597869873
192,193,3.966064214706421,3.8945703506469727
193,194,3.9661076068878174,3.894517660140991
194,195,3.9665756225585938,3.8945062160491943
195,196,3.966378688812256,3.8941609859466553
196,197,3.966830253601074,3.894313097000122
197,198,3.9654197692871094,3.894458055496216
198,199,3.966266393661499,3.894120216369629
199,200,3.966092348098755,3.8945226669311523
